Product ID,Name,Supplier ID,Supplier Name,Manufacturer ID,Maufacturer Name,Active
4915,Barolo Bussia 2016 Etichetta Nera - Barolo DOCG - Parusso,17,Parusso,6,Parusso,1
4916,"Barolo Bussia 2016 Etichetta Nera Magnum 1,5L - Barolo DOCG - Parusso",17,Parusso,6,Parusso,1
4917,"Amore e Follia IGT Toscana Rosso 2016 magnum 1,5L",86,Podere Le Ripi,86,Podere Le Ripi,1
4919,Ghibellino 2019 - Alpi Retiche IGT - Rainoldi Vini,57,Rainoldi,56,Rainoldi ,1
4921,Oltre 2017 - Bianco Veronese IGT - Canoso Vini,82,Canoso Vini,82,Canoso Vini,1
4922,Passorosso 2017 - Etna DOC - Tenuta di Trinoro,73,Tenuta di Trinoro,74,Tenuta di Trinoro,1
4923,Passobianco 2018 - Terre Siciliane IGT - Tenuta di Trinoro,73,Tenuta di Trinoro,74,Tenuta di Trinoro,1
4924,Pinot Bianco Dellago 2019 - Sudtirol Alto Adige DOC - Cantina di Bolzano,62,Cantina di Bolzano,62,Cantina di Bolzano,1
4925,Pagliatura 2019 - Vermentino della Maremma Toscana Doc Bio - Fattoria di Magliano,92,Fattoria di Magliano,110,Fattoria di Magliano,1
4926,Heba 2017 -  Morellino di Scansano docg bio - Fattoria di Magliano,92,Fattoria di Magliano,110,Fattoria di Magliano,1
4927,Poggio Argentato 2019 - IGT Toscana Bianco - Fattoria le Pupille,76,Fattoria Le Pupille,77,Fattoria Le Pupille,1
4928,Grumello Riserva 2015 - Valtellina Superiore DOCG - Rainoldi,57,Rainoldi,56,Rainoldi ,1
